Date,Actual_Price,AR_Prediction,Hybrid_Prediction,Absolute_Error,MAPE
01/01/2008,6144.35,6155.267553,6057.798842,86.55115759,1.408630003
02/01/2008,6179.4,6163.905991,6102.228389,77.17161056,1.24885281
03/01/2008,6178.55,6173.611172,6032.016888,146.5331119,2.371642407
04/01/2008,6274.3,6184.926286,6060.582064,213.7179357,3.406243497
07/01/2008,6279.1,6195.938238,6060.581479,218.5185205,3.480093015
08/01/2008,6287.85,6206.752614,6019.922112,267.9278882,4.261041345
09/01/2008,6272,6217.586545,6078.461858,193.5381424,3.085748443
10/01/2008,6156.95,6228.475654,6090.503076,66.44692397,1.079218184
11/01/2008,6200.1,6239.388367,6054.574278,145.5257218,2.347151205
14/01/2008,6206.8,6250.31922,6065.774222,141.0257778,2.272117319
15/01/2008,6074.25,6261.271721,6073.81001,0.439989727,0.007243524
16/01/2008,5935.75,6272.247207,6085.851476,150.1014762,2.528770184
17/01/2008,5913.2,6283.245333,6096.300396,183.100396,3.096468849
18/01/2008,5705.3,6294.265945,6109.131292,403.8312921,7.078178048
21/01/2008,5208.8,6305.309121,6122.124497,913.3244971,17.53425928
22/01/2008,4899.3,6316.374939,6131.351381,1232.051381,25.14749823
23/01/2008,5203.4,6327.463446,6118.440315,915.0403147,17.58543096
24/01/2008,5033.45,6338.574682,6153.838341,1120.388341,22.25885508
25/01/2008,5383.35,6349.708694,6076.776736,693.4267361,12.88095212
28/01/2008,5274.1,6360.865529,6175.524149,901.4241486,17.09152554
29/01/2008,5280.8,6372.045235,6097.364433,816.5644333,15.46289262
30/01/2008,5167.6,6383.247857,6204.02866,1036.42866,20.05628648
31/01/2008,5137.45,6394.473444,6121.602927,984.1529269,19.15644779
01/02/2008,5317.25,6405.722041,6226.613938,909.3639381,17.1021475
04/02/2008,5463.5,6416.993697,6144.12318,680.62318,12.45764034
05/02/2008,5483.9,6428.288458,6218.820038,734.9200378,13.40141209
06/02/2008,5322.55,6439.606372,6172.65131,850.1013101,15.97169233
07/02/2008,5133.25,6450.947486,6183.930983,1050.680983,20.46814364
08/02/2008,5120.35,6462.311848,6195.356786,1075.006786,20.9947911
11/02/2008,4857,6473.699506,6206.744444,1349.744444,27.78967354
12/02/2008,4838.25,6485.110506,6218.155445,1379.905445,28.52075532
13/02/2008,4929.45,6496.544898,6229.589836,1300.139836,26.37494723
14/02/2008,5202,6508.002729,6241.047667,1039.047667,19.9740036
15/02/2008,5302.9,6519.484047,6252.528985,949.6289851,17.90772945
18/02/2008,5276.9,6530.9889,6264.033838,987.1338382,18.70669973
19/02/2008,5280.8,6542.517337,6275.562275,994.7622749,18.83734046
20/02/2008,5154.45,6554.069405,6287.114343,1132.664343,21.97449472
21/02/2008,5191.8,6565.645154,6298.690092,1106.890092,21.31996787
22/02/2008,5110.75,6577.244631,6310.28957,1199.53957,23.47091072
25/02/2008,5200.7,6588.867886,6321.912824,1121.212824,21.55888293
26/02/2008,5270.05,6600.514967,6333.559906,1063.509906,20.18026215
27/02/2008,5268.4,6612.185924,6345.230862,1076.830862,20.4394287
28/02/2008,5285.1,6623.880804,6356.925742,1071.825742,20.28014119
29/02/2008,5223.5,6635.599657,6368.644595,1145.144595,21.92293663
03/03/2008,4953,6647.342532,6380.38747,1427.38747,28.81864467
04/03/2008,4864.25,6659.109479,6392.154417,1527.904417,31.41089411
05/03/2008,4921.4,6670.900546,6403.945484,1482.545484,30.1244663
07/03/2008,4771.6,6682.715784,6415.760722,1644.160722,34.45722026
10/03/2008,4800.4,6694.555241,6427.600179,1627.200179,33.89717897
11/03/2008,4865.9,6706.418968,6439.463906,1573.563906,32.33859935
12/03/2008,4872,6718.307013,6451.351952,1579.351952,32.41691198
13/03/2008,4623.6,6730.219428,6463.264366,1839.664366,39.78857095
14/03/2008,4745.8,6742.156262,6475.2012,1729.4012,36.44066754
17/03/2008,4503.1,6754.117564,6487.162503,1984.062503,44.05992544
18/03/2008,4533,6766.103386,6499.148324,1966.148324,43.37410819
19/03/2008,4573.95,6778.113777,6511.158716,1937.208716,42.35308028
24/03/2008,4609.85,6790.148788,6523.193727,1913.343727,41.50555282
25/03/2008,4877.5,6802.208469,6535.253408,1657.753408,33.98776848
26/03/2008,4828.85,6814.292871,6547.33781,1718.48781,35.58793107
27/03/2008,4830.25,6826.402045,6559.446983,1729.196983,35.79932681
28/03/2008,4942,6838.536041,6571.580979,1629.580979,32.97411936
31/03/2008,4734.5,6850.694909,6583.739848,1849.239848,39.05882031
01/04/2008,4739.55,6862.878702,6595.923641,1856.373641,39.16771931
02/04/2008,4754.2,6875.087471,6608.132409,1853.932409,38.99567559
03/04/2008,4771.6,6887.321265,6620.366203,1848.766203,38.74520503
04/04/2008,4647,6899.580137,6632.625076,1985.625076,42.72918174
07/04/2008,4761.2,6911.864139,6644.909077,1883.709077,39.56374605
08/04/2008,4709.65,6924.173321,6657.218259,1947.568259,41.35271749
09/04/2008,4747.05,6936.507735,6669.552673,1922.502673,40.49889244
10/04/2008,4733,6948.867433,6681.912372,1948.912372,41.17710483
11/04/2008,4777.8,6961.252467,6694.297406,1916.497406,40.11254983
15/04/2008,4879.65,6973.662889,6706.707827,1827.057827,37.442395
16/04/2008,4887.3,6986.098751,6719.143689,1831.843689,37.48171156
17/04/2008,4958.4,6998.560104,6731.605042,1773.205042,35.76163767
21/04/2008,5037,7011.047002,6744.09194,1707.09194,33.89104507
22/04/2008,5049.3,7023.559496,6756.604434,1707.304434,33.81269551
23/04/2008,5022.8,7036.097639,6769.142577,1746.342577,34.76830806
24/04/2008,4999.85,7048.661484,6781.706422,1781.856422,35.63819759
25/04/2008,5111.7,7061.251083,6794.296021,1682.596021,32.91656438
28/04/2008,5089.65,7073.866489,6806.911427,1717.261427,33.74026558
29/04/2008,5195.5,7086.507755,6819.552693,1624.052693,31.25883348
30/04/2008,5165.9,7099.174934,6832.219872,1666.319872,32.25613877
02/05/2008,5228.2,7111.868079,6844.913018,1616.713018,30.92293749
05/05/2008,5192.25,7124.587244,6857.632182,1665.382182,32.07438359
06/05/2008,5144.65,7137.332481,6870.377419,1725.727419,33.54411708
07/05/2008,5135.5,7150.103844,6883.148782,1747.648782,34.03074253
08/05/2008,5081.7,7162.901387,6895.946325,1814.246325,35.70156297
09/05/2008,4982.6,7175.725163,6908.770101,1926.170101,38.65793163
12/05/2008,5012.65,7188.575227,6921.620165,1908.970165,38.08305317
13/05/2008,4957.8,7201.451631,6934.496569,1976.696569,39.87043788
14/05/2008,5011.75,7214.35443,6947.399368,1935.649368,38.62222514
15/05/2008,5115.25,7227.283678,6960.328617,1845.078617,36.07015525
16/05/2008,5157.7,7240.23943,6973.284368,1815.584368,35.20143413
20/05/2008,5104.95,7253.221739,6986.266678,1881.316678,36.85279342
21/05/2008,5117.65,7266.230661,6999.275599,1881.625599,36.76737563
22/05/2008,5025.45,7279.266249,7012.311187,1986.861187,39.53598557
23/05/2008,4946.55,7292.328558,7025.373496,2078.823496,42.02572492
26/05/2008,4875.05,7305.417643,7038.462581,2163.412581,44.37723883
27/05/2008,4859.8,7318.533559,7051.578498,2191.778498,45.10017897
28/05/2008,4918.35,7331.676362,7064.7213,2146.3713,43.64006831
29/05/2008,4835.3,7344.846105,7077.891043,2242.591043,46.37956369
30/05/2008,4870.1,7358.042844,7091.087783,2220.987783,45.60456218
02/06/2008,4739.6,7371.266636,7104.311574,2364.711574,49.89264018
03/06/2008,4715.9,7384.517534,7117.562472,2401.662472,50.92691686
04/06/2008,4585.6,7397.795595,7130.840533,2545.240533,55.50507094
05/06/2008,4676.95,7411.100874,7144.145812,2467.195812,52.75223836
06/06/2008,4627.8,7424.433427,7157.478365,2529.678365,54.66265537
09/06/2008,4500.95,7437.793311,7170.838249,2669.888249,59.31832721
10/06/2008,4449.8,7451.18058,7184.225518,2734.425518,61.45052627
11/06/2008,4523.6,7464.595292,7197.64023,2674.04023,59.11310084
12/06/2008,4539.35,7478.037502,7211.08244,2671.73244,58.85715884
13/06/2008,4517.1,7491.507266,7224.552205,2707.452205,59.93784075
16/06/2008,4572.5,7505.004642,7238.049581,2665.549581,58.29523413
17/06/2008,4653,7518.529686,7251.574625,2598.574625,55.84729475
18/06/2008,4582.4,7532.082455,7265.127393,2682.727393,58.54415575
19/06/2008,4504.25,7545.663005,7278.707943,2774.457943,61.59644654
20/06/2008,4347.55,7559.271394,7292.316332,2944.766332,67.73392674
23/06/2008,4266.4,7572.907677,7305.952616,3039.552616,71.24396718
24/06/2008,4191.1,7586.571914,7319.616852,3128.516852,74.64667634
25/06/2008,4252.65,7600.26416,7333.309099,3080.659099,72.44092739
26/06/2008,4315.85,7613.984474,7347.029412,3031.179412,70.23365994
27/06/2008,4136.65,7627.732913,7360.777851,3224.127851,77.94055216
30/06/2008,4040.55,7641.509534,7374.554472,3334.004472,82.51362989
01/07/2008,3896.75,7655.314396,7388.359334,3491.609334,89.60311372
02/07/2008,4093.35,7669.147555,7402.192494,3308.842494,80.83458521
03/07/2008,3925.75,7683.009071,7416.05401,3490.30401,88.90795414
04/07/2008,4016,7696.899002,7429.94394,3413.94394,85.00856424
07/07/2008,4030,7710.817404,7443.862343,3413.862343,84.71122438
08/07/2008,3988.55,7724.764338,7457.809276,3469.259276,86.98046349
09/07/2008,4157.1,7738.739861,7471.7848,3314.6848,79.73550792
10/07/2008,4162.2,7752.744033,7485.788971,3323.588971,79.85173636
11/07/2008,4049,7766.776911,7499.821849,3450.821849,85.22652133
14/07/2008,4039.7,7780.838554,7513.883492,3474.183492,86.00102712
15/07/2008,3861.1,7794.929022,7527.973961,3666.873961,94.96967083
16/07/2008,3816.7,7809.048374,7542.093312,3725.393312,97.60770593
17/07/2008,3947.2,7823.196669,7556.241607,3609.041607,91.43295518
18/07/2008,4092.25,7837.373966,7570.418904,3478.168904,84.99404738
21/07/2008,4159.5,7851.580324,7584.625262,3425.125262,82.34463908
22/07/2008,4240.1,7865.815804,7598.860742,3358.760742,79.21418698
23/07/2008,4476.8,7880.080464,7613.125403,3136.325403,70.05730438
24/07/2008,4433.55,7894.374366,7627.419304,3193.869304,72.03864407
25/07/2008,4311.85,7908.697568,7641.742506,3329.892506,77.22653863
28/07/2008,4332.1,7923.050131,7656.095069,3323.995069,76.72941688
29/07/2008,4189.85,7937.432114,7670.477052,3480.627052,83.07283202
30/07/2008,4313.55,7951.843579,7684.888517,3371.338517,78.1569361
31/07/2008,4332.95,7966.284586,7699.329524,3366.379524,77.69255412
01/08/2008,4413.55,7980.755194,7713.800133,3300.250133,74.77541055
04/08/2008,4395.35,7995.255466,7728.300404,3332.950404,75.8290103
05/08/2008,4502.85,8009.785461,7742.830399,3239.980399,71.95399357
06/08/2008,4517.55,8024.345241,7757.390179,3239.840179,71.71675309
07/08/2008,4523.85,8038.934867,7771.979805,3248.129805,71.80012169
08/08/2008,4529.5,8053.554399,7786.599338,3257.099338,71.90858456
11/08/2008,4620.4,8068.2039,7801.248838,3180.848838,68.84358147
12/08/2008,4552.25,8082.88343,7815.928368,3263.678368,71.69374196
13/08/2008,4529.05,8097.593052,7830.63799,3301.58799,72.89802475
14/08/2008,4430.7,8112.332826,7845.377764,3414.677764,77.06858429
18/08/2008,4393.05,8127.102815,7860.147753,3467.097753,78.92233763
19/08/2008,4368.25,8141.90308,7874.948019,3506.698019,80.27695344
20/08/2008,4415.75,8156.733684,7889.778623,3474.028623,78.67358031
21/08/2008,4283.85,8171.594689,7904.639628,3620.789628,84.52185832
22/08/2008,4327.45,8186.486158,7919.531096,3592.081096,83.00687693
25/08/2008,4335.35,8201.408151,7934.453089,3599.103089,83.01759003
26/08/2008,4337.5,8216.360733,7949.405671,3611.905671,83.27160049
27/08/2008,4292.1,8231.343966,7964.388904,3672.288904,85.5592578
28/08/2008,4214,8246.357912,7979.402851,3765.402851,89.35460016
29/08/2008,4360,8261.402636,7994.447574,3634.447574,83.35888931
01/09/2008,4348.65,8276.478198,8009.523137,3660.873137,84.18412925
02/09/2008,4504,8291.584664,8024.629603,3520.629603,78.16673185
04/09/2008,4447.75,8306.722096,8039.767035,3592.017035,80.76031779
05/09/2008,4352.3,8321.890558,8054.935497,3702.635497,85.07307623
08/09/2008,4482.3,8337.090114,8070.135052,3587.835052,80.04450956
09/09/2008,4468.7,8352.320826,8085.365765,3616.665765,80.93328629
10/09/2008,4400.25,8367.58276,8100.627698,3700.377698,84.09471503
11/09/2008,4290.3,8382.875978,8115.920917,3825.620917,89.16907714
12/09/2008,4228.45,8398.200546,8131.245484,3902.795484,92.29848962
15/09/2008,4072.9,8413.556527,8146.601465,4073.701465,100.019678
16/09/2008,4074.9,8428.943986,8161.988924,4087.088924,100.299122
17/09/2008,4008.25,8444.362987,8177.407925,4169.157925,104.0144184
18/09/2008,4038.15,8459.813595,8192.858534,4154.708534,102.886434
19/09/2008,4245.25,8475.295875,8208.340814,3963.090814,93.35353191
22/09/2008,4223.05,8490.809892,8223.85483,4000.80483,94.73733037
23/09/2008,4126.9,8506.35571,8239.400648,4112.500648,99.65108552
24/09/2008,4161.25,8521.933396,8254.978334,4093.728334,98.37737059
25/09/2008,4110.55,8537.543013,8270.587951,4160.037951,101.2039253
26/09/2008,3985.25,8553.184628,8286.229567,4300.979567,107.9224532
29/09/2008,3850.05,8568.858307,8301.903245,4451.853245,115.6310501
30/09/2008,3921.2,8584.564115,8317.609053,4396.409053,112.11897
01/10/2008,3950.75,8600.302117,8333.347055,4382.597055,110.9307614
03/10/2008,3818.3,8616.07238,8349.117319,4530.817319,118.6605903
06/10/2008,3602.35,8631.874971,8364.919909,4762.569909,132.2073066
07/10/2008,3606.6,8647.709954,8380.754893,4774.154893,132.3727303
08/10/2008,3513.65,8663.577398,8396.622336,4882.972336,138.9715064
10/10/2008,3279.95,8679.477367,8412.522306,5132.572306,156.4832484
13/10/2008,3490.7,8695.40993,8428.454868,4937.754868,141.4545755
14/10/2008,3518.65,8711.375152,8444.42009,4925.77009,139.9903398
15/10/2008,3338.4,8727.373101,8460.418039,5122.018039,153.4273316
16/10/2008,3269.3,8743.403844,8476.448782,5207.148782,159.2741193
17/10/2008,3074.35,8759.467447,8492.512385,5418.162385,176.2376563
20/10/2008,3122.8,8775.563979,8508.608917,5385.808917,172.4673023
21/10/2008,3234.9,8791.693507,8524.738445,5289.838445,163.5240176
22/10/2008,3065.15,8807.856098,8540.901036,5475.751036,178.6454508
23/10/2008,2943.15,8824.05182,8557.096758,5613.946758,190.7461991
24/10/2008,2584,8840.280742,8573.32568,5989.32568,231.7850495
27/10/2008,2524.2,8856.542931,8589.587869,6065.387869,240.2895123
28/10/2008,2684.6,8872.838455,8605.883393,5921.283393,220.5648288
29/10/2008,2697.05,8889.167383,8622.212321,5925.162321,219.6904885
31/10/2008,2885.6,8905.529783,8638.574721,5752.974721,199.3684059
03/11/2008,3043.85,8921.925724,8654.970662,5611.120662,184.342877
04/11/2008,3142.1,8938.355274,8671.400213,5529.300213,175.9746734
05/11/2008,2994.95,8954.818503,8687.863442,5692.913442,190.0837557
06/11/2008,2892.65,8971.31548,8704.360418,5811.710418,200.9130181
07/11/2008,2973,8987.846273,8720.891211,5747.891211,193.3364013
10/11/2008,3148.25,9004.410952,8737.45589,5589.20589,177.5337375
11/11/2008,2938.65,9021.009587,8754.054525,5815.404525,197.8937446
12/11/2008,2848.45,9037.642247,8770.687185,5922.237185,207.9108703
14/11/2008,2810.35,9054.309001,8787.353939,5977.003939,212.6782764
17/11/2008,2799.55,9071.00992,8804.054859,6004.504859,214.4810723
18/11/2008,2683.15,9087.745074,8820.790013,6137.640013,228.7475547
19/11/2008,2635,9104.514533,8837.559472,6202.559472,235.3912513
20/11/2008,2553.15,9121.318368,8854.363306,6301.213306,246.8015317
21/11/2008,2693.45,9138.156647,8871.201586,6177.751586,229.3620296
24/11/2008,2708.25,9155.029444,8888.074382,6179.824382,228.1851521
25/11/2008,2654,9171.936827,8904.981765,6250.981765,235.5305865
26/11/2008,2752.25,9188.878868,8921.923806,6169.673806,224.1683643
28/11/2008,2755.1,9205.855638,8938.900577,6183.800577,224.4492242
01/12/2008,2682.9,9222.867209,8955.912147,6273.012147,233.8146091
02/12/2008,2657.8,9239.913651,8972.958589,6315.158589,237.6084953
03/12/2008,2656.45,9256.995036,8990.039974,6333.589974,238.4230825
04/12/2008,2788,9274.111435,9007.156374,6219.156374,223.0687365
05/12/2008,2714.4,9291.262922,9024.30786,6309.90786,232.4605018
08/12/2008,2784,9308.449566,9041.494504,6257.494504,224.7663256
10/12/2008,2928.25,9325.671441,9058.716379,6130.466379,209.3559764
11/12/2008,2920.15,9342.928618,9075.973556,6155.823556,210.8050462
12/12/2008,2921.35,9360.221171,9093.266109,6171.916109,211.2693142
15/12/2008,2981.2,9377.549171,9110.594109,6129.394109,205.6015735
16/12/2008,3041.75,9394.912691,9127.957629,6086.207629,200.0890155
17/12/2008,2954.35,9412.311804,9145.356742,6191.006742,209.5556296
18/12/2008,3060.75,9429.746583,9162.791521,6102.041521,199.3642578
19/12/2008,3077.5,9447.217101,9180.26204,6102.76204,198.3025846
22/12/2008,3039.3,9464.723432,9197.76837,6158.46837,202.6278541
23/12/2008,2968.65,9482.265648,9215.310586,6246.660586,210.4209181
24/12/2008,2916.85,9499.843824,9232.888762,6316.038762,216.5362896
26/12/2008,2857.25,9517.458032,9250.50297,6393.25297,223.7554631
29/12/2008,2922.2,9535.108347,9268.153286,6345.953286,217.1635509
30/12/2008,2979.5,9552.794844,9285.839782,6306.339782,211.6576534
31/12/2008,2959.15,9570.517595,9303.562533,6344.412533,214.3998288
01/01/2009,3033.45,2958.083107,2958.328133,75.12186728,2.476449827
02/01/2009,3046.75,2955.229123,2955.474148,91.27585157,2.995843163
05/01/2009,3121.45,2953.738599,2953.983624,167.4663756,5.365018682
06/01/2009,3112.8,2954.227166,2956.768383,156.0316169,5.012580857
07/01/2009,2920.4,2954.337143,2956.87836,36.47835976,1.249087788
09/01/2009,2873,2954.441347,2956.982564,83.98256351,2.923166151
12/01/2009,2773.1,2954.47357,2957.014787,183.9147865,6.632100772
13/01/2009,2744.95,2954.450888,2956.992105,212.0421048,7.724807547
14/01/2009,2835.3,2954.435323,2956.97654,121.6765395,4.291487304
15/01/2009,2736.7,2954.421838,2956.963055,220.2630545,8.048491048
16/01/2009,2828.45,2954.411474,2956.952691,128.5026909,4.543219465
19/01/2009,2846.2,2954.402773,2956.94399,110.7439896,3.890941944
20/01/2009,2796.6,2954.39395,2956.935166,160.3351664,5.733217706
21/01/2009,2706.15,2954.385006,2956.926222,250.7762222,9.266900289
22/01/2009,2713.8,2954.375941,2956.917158,243.1171578,8.958551029
23/01/2009,2678.55,2954.366829,2956.908045,278.3580454,10.39211683
27/01/2009,2771.35,2954.357724,2956.898941,185.5489409,6.695254691
28/01/2009,2849.5,2954.348631,2956.889848,107.3898479,3.76872602
29/01/2009,2823.95,2954.339549,2956.880765,132.9307654,4.707263423
30/01/2009,2874.8,2954.330474,2956.87169,82.07169028,2.854866087
02/02/2009,2766.65,2954.321404,2956.862621,190.2126206,6.875196378
03/02/2009,2783.9,2954.31234,2956.853556,172.9535561,6.212635373
04/02/2009,2803.05,2954.30328,2956.844497,153.794497,5.486684041
05/02/2009,2780.05,2954.294227,2956.835443,176.7854433,6.359074238
06/02/2009,2843.1,2954.285179,2956.826395,113.7263952,4.000084245
09/02/2009,2919.9,2954.276136,2956.817353,36.91735252,1.264336194
10/02/2009,2934.5,2954.267099,2956.808315,22.30831537,0.760208396
11/02/2009,2925.7,2954.258067,2956.799284,31.09928372,1.062968989
12/02/2009,2893.05,2954.249041,2956.790258,63.74025756,2.203220047
13/02/2009,2948.35,2954.24002,2956.781237,8.431236891,0.285964587
16/02/2009,2848.5,2954.231005,2956.772222,108.2722217,3.801025863
17/02/2009,2770.5,2954.221995,2956.763212,186.263212,6.723090128
18/02/2009,2776.15,2954.212991,2956.754208,180.6042078,6.50556374
19/02/2009,2789.35,2954.203992,2956.745209,167.395209,6.001226416
20/02/2009,2736.45,2954.194999,2956.736216,220.2862158,8.05007275
24/02/2009,2733.9,2954.186011,2956.727228,222.8272279,8.150525913
25/02/2009,2762.5,2954.177029,2956.718246,194.2182456,7.030524728
26/02/2009,2785.65,2954.168052,2956.709269,171.0592687,6.140730843
27/02/2009,2763.65,2954.159081,2956.700297,193.0502973,6.985338133
02/03/2009,2674.6,2954.150115,2956.691331,282.0913313,10.54704746
03/03/2009,2622.4,2954.141154,2956.682371,334.2823708,12.7471923
04/03/2009,2645.2,2954.132199,2956.673416,311.4734158,11.77504218
05/03/2009,2576.7,2954.12325,2956.664466,379.9644662,14.74616627
06/03/2009,2620.15,2954.114305,2956.655522,336.505522,12.84298693
09/03/2009,2573.15,2954.105367,2956.646583,383.4965832,14.90377876
12/03/2009,2617.45,2954.096433,2956.63765,339.1876499,12.95870599
13/03/2009,2719.25,2954.087505,2956.628722,237.3787221,8.729565949
16/03/2009,2777.25,2954.078583,2956.6198,179.3697996,6.45853991
17/03/2009,2757.45,2954.069666,2956.610883,199.1608826,7.222647106
18/03/2009,2794.7,2954.060754,2956.601971,161.901971,5.793178911
19/03/2009,2807.15,2954.051848,2956.593065,149.4430649,5.323657976
20/03/2009,2807.05,2954.042948,2956.584164,149.5341641,5.327093002
23/03/2009,2939.9,2954.034052,2956.575269,16.67526877,0.567205305
24/03/2009,2938.7,2954.025162,2956.566379,17.86637884,0.60796879
25/03/2009,2984.35,2954.016278,2956.557494,27.79250569,0.931275008
26/03/2009,3082.25,2954.007399,2956.548615,125.7013848,4.078234563
27/03/2009,3108.65,2953.998525,2956.539741,152.1102585,4.893129125
30/03/2009,2978.15,2953.989657,2956.530873,21.61912687,0.725924714
31/03/2009,3020.95,2953.980794,2956.52201,64.4279898,2.132706261
01/04/2009,3060.35,2953.971936,2956.513153,103.8368473,3.392972939
02/04/2009,3211.05,2953.963084,2956.5043,254.5456995,7.927179568
06/04/2009,3256.6,2953.954237,2956.495454,300.1045463,9.215271949
08/04/2009,3342.95,2953.945396,2956.486612,386.4633877,11.56054945
09/04/2009,3342.05,2953.93656,2956.477776,385.5722237,11.53699746
13/04/2009,3382.6,2953.927729,2956.468946,426.1310543,12.59773708
15/04/2009,3484.15,2953.918904,2956.46012,527.6898796,15.14544091
16/04/2009,3369.5,2953.910084,2956.4513,413.0486995,12.25845673
17/04/2009,3384.4,2953.901269,2956.442486,427.9575141,12.64500396
20/04/2009,3377.1,2953.89246,2956.433677,420.6663233,12.45643668
21/04/2009,3365.3,2953.883656,2956.424873,408.8751271,12.14973783
22/04/2009,3330.3,2953.874858,2956.416074,373.8839256,11.22673409
23/04/2009,3423.7,2953.866065,2956.407281,467.2927187,13.64876358
24/04/2009,3480.75,2953.857277,2956.398494,524.3515065,15.0643254
27/04/2009,3470,2953.848495,2956.389711,513.6102889,14.80144925
28/04/2009,3362.35,2953.839717,2956.380934,405.969066,12.07396809
29/04/2009,3473.95,2953.830946,2956.372162,517.5778377,14.89882807
04/05/2009,3654,2953.822179,2956.363396,697.6366042,19.09240843
05/05/2009,3661.9,2953.813418,2956.354635,705.5453652,19.26719368
06/05/2009,3625.05,2953.804662,2956.345879,668.704121,18.4467558
07/05/2009,3683.9,2953.795912,2956.337129,727.5628714,19.74979971
08/05/2009,3620.7,2953.787167,2956.328383,664.3716166,18.34925889
11/05/2009,3554.6,2953.778427,2956.319644,598.2803564,16.8311584
12/05/2009,3681.1,2953.769693,2956.310909,724.7890908,19.68947029
13/05/2009,3635.25,2953.760963,2956.30218,678.94782,18.67678482
14/05/2009,3593.45,2953.75224,2956.293456,637.1565439,17.73105355
15/05/2009,3671.65,2953.743521,2956.284738,715.3652624,19.48348188
18/05/2009,4323.15,2953.734808,2956.276024,1366.873976,31.61754683
19/05/2009,4318.45,2953.7261,2956.267316,1362.182684,31.54332419
20/05/2009,4270.3,2953.717397,2956.258614,1314.041386,30.77164102
21/05/2009,4210.9,2953.7087,2956.249916,1254.650084,29.79529515
22/05/2009,4238.5,2953.700008,2956.241224,1282.258776,30.25265485
25/05/2009,4237.55,2953.691321,2956.232537,1281.317463,30.23722346
26/05/2009,4116.7,2953.682639,2956.223856,1160.476144,28.18947565
27/05/2009,4276.05,2953.673963,2956.21518,1319.83482,30.86574807
28/05/2009,4337.1,2953.665292,2956.206509,1380.893491,31.83909735
29/05/2009,4448.95,2953.656626,2956.197843,1492.752157,33.55290927
01/06/2009,4529.9,2953.647966,2956.189183,1573.710817,34.74052004
02/06/2009,4525.25,2953.639311,2956.180528,1569.069472,34.67365278
03/06/2009,4530.7,2953.630661,2956.171878,1574.528122,34.75242506
04/06/2009,4572.65,2953.622016,2956.163233,1616.486767,35.35120263
05/06/2009,4586.9,2953.613377,2956.154594,1630.745406,35.55223367
08/06/2009,4429.9,2953.604743,2956.14596,1473.75404,33.26833654
09/06/2009,4550.95,2953.596114,2956.137331,1594.812669,35.04351112
10/06/2009,4655.25,2953.58749,2956.128707,1699.121293,36.49903427
11/06/2009,4637.7,2953.578872,2956.120089,1681.579911,36.25891954
12/06/2009,4583.4,2953.570259,2956.111476,1627.288524,35.50396048
15/06/2009,4484,2953.561651,2956.102868,1527.897132,34.07442311
16/06/2009,4517.8,2953.553048,2956.094265,1561.705735,34.56783689
17/06/2009,4356.15,2953.544451,2956.085668,1400.064332,32.13994772
18/06/2009,4251.4,2953.535859,2956.077075,1295.322925,30.4681499
19/06/2009,4313.6,2953.527272,2956.068488,1357.531512,31.4709642
22/06/2009,4235.25,2953.51869,2956.059907,1279.190093,30.20341405
23/06/2009,4247,2953.510113,2956.05133,1290.94867,30.39671933
24/06/2009,4292.95,2953.501542,2956.042759,1336.907241,31.14192435
25/06/2009,4241.85,2953.492976,2956.034193,1285.815807,30.31261849
26/06/2009,4375.5,2953.484415,2956.025632,1419.474368,32.44142083
29/06/2009,4390.95,2953.475859,2956.017076,1434.932924,32.67932734
30/06/2009,4291.1,2953.467309,2956.008526,1335.091474,31.11303569
01/07/2009,4340.9,2953.458764,2955.99998,1384.90002,31.90352276
02/07/2009,4348.85,2953.450224,2955.99144,1392.85856,32.02820423
03/07/2009,4424.25,2953.441689,2955.982905,1468.267095,33.18680216
06/07/2009,4165.7,2953.433159,2955.974376,1209.725624,29.0401523
07/07/2009,4202.15,2953.424634,2955.965851,1246.184149,29.65587018
08/07/2009,4078.9,2953.416115,2955.957332,1122.942668,27.53052706
09/07/2009,4080.95,2953.407601,2955.948818,1125.001182,27.56713957
10/07/2009,4003.9,2953.399092,2955.940309,1047.959691,26.17347315
13/07/2009,3974.05,2953.390588,2955.931805,1018.118195,25.61915917
14/07/2009,4111.4,2953.38209,2955.923306,1155.476694,28.10421496
15/07/2009,4233.5,2953.373596,2955.914813,1277.585187,30.17798954
16/07/2009,4231.4,2953.365108,2955.906324,1275.493676,30.1435382
17/07/2009,4374.95,2953.356625,2955.897841,1419.052159,32.43584861
20/07/2009,4502.25,2953.348147,2955.889363,1546.360637,34.34639651
21/07/2009,4469.1,2953.339674,2955.880891,1513.219109,33.85959387
22/07/2009,4398.9,2953.331206,2955.872423,1443.027577,32.80428237
23/07/2009,4523.75,2953.322744,2955.86396,1567.88604,34.65898955
24/07/2009,4568.55,2953.314286,2955.855503,1612.694497,35.29992004
27/07/2009,4572.3,2953.305834,2955.847051,1616.452949,35.35316907
28/07/2009,4564.1,2953.297387,2955.838604,1608.261396,35.23720769
29/07/2009,4513.5,2953.288945,2955.830162,1557.669838,34.51135124
30/07/2009,4571.45,2953.280508,2955.821725,1615.628275,35.34170285
31/07/2009,4636.45,2953.272077,2955.813293,1680.636707,36.2483518
03/08/2009,4711.4,2953.26365,2955.804867,1755.595133,37.26270606
04/08/2009,4680.5,2953.255229,2955.796445,1724.703555,36.84870323
