Date,Actual_Price,AR_Prediction,Hybrid_Prediction,Absolute_Error,MAPE,Risk_Regime
2017-04-20,9136.4,8273.326432996837,8275.406456891114,860.9935431088852,9.423772417022954,Medium Risk
2017-04-21,9119.4,8274.566054470088,8276.646078364365,842.7539216356345,9.241330807242083,Medium Risk
2017-04-24,9217.95,8275.805640847779,8277.885664742056,940.0643352579445,10.198193039210937,Medium Risk
2017-04-25,9306.6,8277.045192130905,8279.125216025182,1027.474783974818,11.040280918647174,Medium Risk
2017-04-26,9351.85,8278.284708320462,8280.364732214739,1071.4852677852614,11.457468498588636,Medium Risk
2017-04-27,9342.15,8279.524189417438,8281.604213311715,1060.5457866882844,11.352266733977558,Medium Risk
2017-04-28,9304.05,8280.76363542283,8276.872770517997,1027.177229482002,11.040108656789272,Medium Risk
2017-05-02,9313.8,8282.003046337632,8269.414491119935,1044.3855088800647,11.213312599369374,Medium Risk
2017-05-03,9311.95,8283.242422162837,8280.259950021698,1031.6900499783023,11.079205214571623,Medium Risk
2017-05-04,9359.9,8284.481762899435,8272.801600445433,1087.0983995545666,11.614423226258472,Medium Risk
2017-05-05,9285.3,8285.721068548424,8273.132513330727,1012.167486669272,10.900751582278138,Medium Risk
2017-05-08,9314.05,8286.960339110796,8275.280176656794,1038.7698233432056,11.152718992738988,Medium Risk
2017-05-09,9316.85,8288.199574587543,8276.51941213354,1040.3305878664596,11.166119320011159,Medium Risk
2017-05-10,9407.3,8289.43877497966,8286.456302838522,1120.8436971614774,11.914616278437782,Medium Risk
2017-05-11,9422.4,8290.67794028814,8278.997777834138,1143.4022221658615,12.134936132682348,Medium Risk
2017-05-12,9400.9,8291.917070513975,8279.328515296278,1121.5714847037216,11.93046926042955,Medium Risk
2017-05-15,9445.4,8293.15616565816,8282.454420531625,1162.9455794683745,12.312295715039856,Medium Risk
2017-05-16,9512.25,8294.395225721688,8281.806670503991,1230.443329496009,12.93535524713931,Medium Risk
2017-05-17,9525.75,8295.63425070555,8283.045695487854,1242.7043045121463,13.045737128437619,Medium Risk
2017-05-18,9429.45,8296.873240610741,8284.284685393044,1145.1653146069566,12.144561078397537,Medium Risk
2017-05-19,9427.9,8298.112195438254,8285.523640220557,1142.3763597794423,12.116975782299795,Medium Risk
2017-05-22,9438.25,8299.351115189082,8289.437319130357,1148.8126808696434,12.171882296714363,Medium Risk
2017-05-23,9386.15,8300.589999864218,8292.563013896657,1093.5869861033425,11.651070844844186,Medium Risk
2017-05-24,9360.55,8301.828849464655,8293.801863497094,1066.7481365029053,11.396212151026438,Medium Risk
2017-05-25,9509.75,8303.067663991384,8292.708160470813,1217.0418395291872,12.797832114715815,Medium Risk
2017-05-26,9595.1,8304.3064434454,8293.94693992483,1301.1530600751703,13.560599264991197,Medium Risk
2017-05-29,9604.9,8305.545187827698,8296.017809788442,1308.8821902115578,13.627233914060094,Medium Risk
2017-05-30,9624.55,8306.783897139268,8297.256519100012,1327.2934808999871,13.790706899543222,Medium Risk
2017-05-31,9621.25,8308.022571381107,8298.49519334185,1322.7548066581494,13.74826354848018,Medium Risk
2017-06-01,9616.1,8309.261210554203,8299.733832514947,1316.3661674850537,13.689189666133398,Medium Risk
2017-06-02,9653.5,8310.49981465955,8300.972436620294,1352.5275633797064,14.01074805386343,Medium Risk
2017-06-05,9675.1,8311.738383698143,8302.211005658886,1372.888994341114,14.189920459128217,Medium Risk
2017-06-06,9637.15,8312.97691767097,8303.449539631714,1333.7004603682853,13.839158468720372,Medium Risk
2017-06-07,9663.9,8314.21541657903,8304.688038539774,1359.2119614602252,14.064838848293393,Medium Risk
2017-06-08,9647.25,8315.45388042331,8305.926502384054,1341.3234976159456,13.903687554649725,Medium Risk
2017-06-09,9668.25,8316.692309204807,8307.164931165551,1361.085068834449,14.077884506859556,Medium Risk
2017-06-12,9616.4,8317.930702924512,8308.403324885256,1307.996675114744,13.601729078602636,Medium Risk
2017-06-13,9606.9,8319.169061583416,8309.64168354416,1297.25831645584,13.503401892971095,Medium Risk
2017-06-14,9618.15,8320.407385182514,8310.880007143258,1307.2699928567417,13.591698953091205,Medium Risk
2017-06-15,9578.05,8321.645673722798,8312.118295683542,1265.9317043164574,13.21700872637392,Medium Risk
2017-06-16,9588.05,8322.883927205261,8311.584151114044,1276.465848885955,13.313091284316988,Medium Risk
2017-06-19,9657.55,8324.122145630896,8308.426419159614,1349.1235808403853,13.969625638390538,Medium Risk
2017-06-20,9653.5,8325.360329000696,8303.40627424328,1350.0937257567202,13.985536082837521,Medium Risk
2017-06-21,9633.6,8326.59847731565,8304.644422558235,1328.9555774417659,13.795004748398998,Medium Risk
2017-06-22,9630.0,8327.836590576753,8305.882535819337,1324.1174641806629,13.749921746424329,Medium Risk
2017-06-23,9574.95,8329.074668784997,8307.12061402758,1267.82938597242,13.241107117764791,Medium Risk
2017-06-27,9511.4,8330.312711941375,8309.617739668112,1201.7822603318873,12.635177369597402,Medium Risk
2017-06-28,9491.25,8331.550720046876,8310.855747773614,1180.394252226386,12.436657471106399,Medium Risk
2017-06-29,9504.1,8332.788693102497,8312.093720829234,1192.006279170766,12.54202164508755,Medium Risk
2017-06-30,9520.9,8334.026631109227,8311.559260784006,1209.3407392159934,12.701958210001084,Medium Risk
2017-07-03,9615.0,8335.26453406806,8314.569561794797,1300.4304382052032,13.525017558036435,Medium Risk
2017-07-04,9613.3,8336.502401979988,8312.775949170611,1300.5240508293882,13.528383082077832,Medium Risk
2017-07-05,9637.6,8337.740234846004,8314.013782036627,1323.5862179633732,13.73356663446681,Medium Risk
2017-07-06,9674.55,8338.978032667099,8315.251579857722,1359.2984201422769,14.050249573802162,Medium Risk
2017-07-07,9665.8,8340.215795444266,8316.48934263489,1349.3106573651094,13.95963766439518,Medium Risk
2017-07-10,9771.05,8341.453523178496,8317.72707036912,1453.32292963088,14.873764125972952,Medium Risk
2017-07-11,9786.05,8342.691215870782,8318.964763061405,1467.0852369385939,14.99159760003877,Medium Risk
2017-07-12,9816.1,8343.928873522118,8320.202420712742,1495.8975792872588,15.239225143257084,High Risk
2017-07-13,9891.7,8345.16649613349,8321.440043324114,1570.2599566758872,15.87452062512902,High Risk
2017-07-14,9886.35,8346.404083705895,8325.458415240737,1560.8915847592634,15.788350450462135,High Risk
2017-07-17,9915.95,8347.641636240325,8324.36449187427,1591.5855081257305,16.050761733628452,High Risk
2017-07-18,9827.15,8348.879153737771,8333.171993919354,1493.978006080646,15.202556245510104,High Risk
2017-07-19,9899.6,8350.116636199225,8358.711421659042,1540.8885783409587,15.565159989706236,High Risk
2017-07-20,9873.3,8351.35408362568,8359.948869085496,1513.3511309145033,15.327713438409685,High Risk
2017-07-21,9915.25,8352.591496018125,8358.511568647458,1556.7384313525417,15.70044558989982,High Risk
2017-07-24,9966.4,8353.828873377555,8358.430866929331,1607.9691330706682,16.13390123886928,High Risk
2017-07-25,9964.55,8355.06621570496,8359.668209256735,1604.881790743264,16.105913370330462,High Risk
2017-07-26,10020.65,8356.30352300133,8360.905516553106,1659.7444834468934,16.563241740275267,High Risk
2017-07-27,10020.55,8357.54079526766,8362.142788819436,1658.4072111805635,16.550061734940332,High Risk
2017-07-28,10014.5,8358.77803250494,8363.380026056717,1651.1199739432832,16.487293164344532,High Risk
2017-07-31,10077.1,8360.015234714165,8364.61722826594,1712.4827717340595,16.993805477112062,High Risk
2017-08-01,10114.65,8361.252401896323,8365.8543954481,1748.7956045519004,17.28972929910477,High Risk
2017-08-02,10081.5,8362.489534052405,8367.091527604181,1714.4084723958185,17.005489980616165,High Risk
2017-08-03,10013.65,8363.726631183406,8368.088367368186,1645.561632631814,16.43318502875389,High Risk
2017-08-04,10066.4,8364.963693290316,8369.325429475095,1697.0745705249046,16.85880325165804,High Risk
2017-08-07,10057.4,8366.200720374127,8370.562456558906,1686.8375434410937,16.77210355997667,High Risk
2017-08-08,9978.55,8367.437712435829,8371.799448620608,1606.7505513793913,16.102044399029833,High Risk
2017-08-09,9908.05,8368.674669476413,8373.036405661192,1535.0135943388068,15.492590311300477,High Risk
2017-08-10,9820.25,8369.911591496877,8367.874245813866,1452.3757541861341,14.789600612877821,Medium Risk
2017-08-11,9710.8,8371.148478498206,8369.111132815195,1341.6888671848046,13.816460715747464,Medium Risk
2017-08-14,9794.15,8372.385330481393,8376.747066666172,1417.4029333338276,14.471934096719242,Medium Risk
2017-08-16,9897.3,8373.62214744743,8377.983883632209,1519.3161163677905,15.35081402370132,High Risk
2017-08-17,9904.15,8374.858929397307,8378.834600114938,1525.3153998850612,15.400770382971393,High Risk
2017-08-18,9837.4,8376.095676332016,8380.071347049647,1457.328652950353,14.814164849963943,Medium Risk
2017-08-21,9754.35,8377.33238825255,8381.30805897018,1373.04194102982,14.076201295112641,Medium Risk
2017-08-22,9765.55,8378.5690651599,8382.544735877531,1383.0052641224684,14.16208266940898,Medium Risk
2017-08-23,9852.5,8379.805707055055,8383.781377772686,1468.718622227314,14.907065437475907,Medium Risk
2017-08-24,9857.05,8381.042313939008,8386.211962013203,1470.8380379867958,14.921685879515637,Medium Risk
2017-08-28,9912.8,8382.27888581275,8387.448533886945,1525.351466113054,15.387695364710819,High Risk
2017-08-29,9796.05,8383.51542267727,8389.19747904043,1406.85252095957,14.361426503126976,Medium Risk
2017-08-30,9884.4,8384.751924533562,8390.433980896722,1493.966019103278,15.114382452179981,High Risk
2017-08-31,9917.9,8385.988391382618,8392.402926934816,1525.497073065184,15.381250799717522,High Risk
2017-09-01,9974.4,8387.224823225428,8393.639358777626,1580.760641222374,15.848177747256717,High Risk
2017-09-04,9912.85,8388.46122006298,8394.875755615178,1517.9742443848227,15.313196955313785,High Risk
2017-09-05,9952.2,8389.69758189627,8395.78146402915,1556.41853597085,15.638939490472959,High Risk
